taxon id,taxon name,LJ_2017_033.gz,LJ_2017_035.gz,LJ_2017_036.gz,LJ_2017_039.gz,LJ_2017_040.gz,PS1_P1.gz,PS1_P2.gz,Rhizo_P1.gz,Rhizo_P2.gz
764290,Streptococcus downei MFe28,90,84,210,181,126,91,75,115,138
546265,Neisseria lactamica ATCC 23970,48,49,19,68,58,320,273,92,183
1423747,Lactobacillus fuchuensis DSM 14340 = JCM 11249,122,125,299,100,159,85,54,96,70
764298,Streptococcus macacae NCTC 11558,284,193,74,178,149,50,62,70,49
1189621,Nitritalea halalkaliphila LW7,128,111,44,133,98,271,88,136,99
1005043,Candidatus Regiella insecticola 5.15,127,189,61,132,127,99,114,181,77
883081,Alloiococcus otitis ATCC 51267,180,135,52,157,166,85,73,159,100
59924,Prochlorococcus marinus str. PAC1,22,19,3,16,9,474,190,248,124
266834,Sinorhizobium meliloti 1021,89,86,50,149,108,134,83,278,125
1123366,Thalassospira xiamenensis M-5 = DSM 17429,135,167,63,140,193,109,83,132,80
1262456,Ralstonia solanacearum FQY_4,126,159,79,168,180,114,82,115,78
406818,Xenorhabdus bovienii SS-2004,120,116,48,116,108,88,282,80,143
796943,Oribacterium parvum ACB1,171,188,43,151,193,85,51,135,82
1158602,Enterococcus raffinosus ATCC 49464,130,145,61,108,152,106,95,159,141
883069,Gleimia europaea ACS-120-V-Col10b,106,99,100,122,121,120,116,163,150
1215338,Trichophyton interdigitale MR816,110,67,40,97,96,259,151,120,156
1423771,Lactobacillus mucosae DSM 13345,33,12,8,45,18,87,186,235,470
545694,Treponema primitia ZAS-2,34,55,14,56,44,153,124,110,504
768704,Desulfosporosinus meridiei DSM 13257,129,111,69,161,144,104,150,96,130
1423776,Lactobacillus odoratitofui DSM 19909 = JCM 15043,134,86,41,136,130,115,205,130,115
1172204,Paeniclostridium sordellii 8483,98,99,48,117,63,133,163,260,111
653446,Blastomyces dermatitidis ATCC 18188,156,160,60,133,202,61,80,108,129
1122219,Megasphaera cerevisiae DSM 20462,127,154,76,176,141,78,114,115,105
1302250,Lactobacillus silagei JCM 19001,99,59,35,88,85,229,90,223,178
1423813,Lactobacillus vaccinostercus DSM 20634,131,146,57,148,144,113,71,175,100
1227262,Actinomyces johnsonii F0510,168,102,65,158,171,113,88,129,91
295405,Bacteroides fragilis YCH46,9,4,4,8,13,9,18,15,1005
374463,Baumannia cicadellinicola str. Hc (Homalodisca coagulata),119,133,68,119,173,95,111,77,189
1287475,Corynebacterium freneyi DNF00450,149,101,46,152,129,164,62,176,104
1423774,Lactobacillus nantensis DSM 16982,130,127,72,111,181,93,172,120,76
862512,Corynebacterium accolens ATCC 49726,248,133,29,111,77,78,149,102,155
1089457,Fusarium oxysporum f. sp. conglutinans race 2 54008,94,91,24,92,99,157,123,276,126
1200792,Brevibacillus brevis X23,94,113,37,105,114,146,71,332,68
555079,Thermosediminibacter oceani DSM 16646,244,184,45,184,239,42,43,58,41
553206,Corynebacterium tuberculostearicum SK141,167,73,36,83,91,175,83,153,217
591167,Streptomyces pratensis ATCC 33331,144,195,50,175,166,68,68,130,82
1071400,Lactobacillus buchneri subsp. silagei CD034,20,12,10,26,24,418,70,274,224
1286528,Neorickettsia helminthoeca str. Oregon,146,114,42,155,165,114,89,131,121
314345,Mariprofundus ferrooxydans PV-1,105,80,50,131,131,130,128,192,130
566551,Cedecea davisae DSM 4568,113,107,69,288,146,116,66,98,72
1128334,Sinorhizobium fredii CCBAU 83666,90,106,44,130,112,117,164,165,146
233412,[Haemophilus] ducreyi 35000HP,158,104,35,97,104,82,207,206,77
1089452,Fusarium oxysporum f. sp. melonis 26406,145,113,78,153,147,115,86,149,79
1236703,Candidatus Photodesmus katoptron Akat1,164,155,83,128,154,121,76,104,78
428127,Absiella dolichum DSM 3991,351,161,33,205,102,33,56,78,43
123214,Persephonella marina EX-H1,216,131,31,166,106,24,230,67,91
866536,Belliella baltica DSM 15883,143,102,65,203,99,118,83,156,92
1041826,Flavobacterium columnare ATCC 49512,152,129,73,144,208,65,64,150,75
1423751,Lactobacillus gigeriorum DSM 23908 = CRBIP 24.85,174,215,62,149,197,70,61,76,55
216591,Burkholderia cenocepacia J2315,81,109,57,99,120,88,34,421,50
1423786,Lactobacillus parafarraginis DSM 18390 = JCM 14109,13,15,5,17,12,477,165,224,130
1314787,Saccharata proteae CBS 121410,127,103,50,104,98,122,70,179,204
1407463,Helicobacter pylori BM012S,118,102,56,153,212,71,213,119,13
546274,Eikenella corrodens ATCC 23834,192,204,60,214,181,79,39,57,28
536232,Clostridium botulinum A2 str. Kyoto,398,193,34,197,91,27,49,27,36
1208919,Candidatus Kinetoplastibacterium desouzaii TCC079E,78,53,33,54,67,76,116,81,493
546271,Selenomonas sputigena ATCC 35185,119,106,68,115,85,139,109,137,172
997887,Bacteroides salyersiae CL02T12C01,126,117,54,139,137,68,104,159,144
984262,Saprospira grandis str. Lewin,204,158,72,153,187,54,64,109,47
985008,Aggregatibacter aphrophilus ATCC 33389,230,126,93,94,131,146,50,104,74
1979544,Microcystis aeruginosa Sj,20,19,5,30,22,876,13,46,15
990315,Xanthomonas campestris pv. raphani 756C,141,131,48,140,156,110,77,155,88
1121320,Clostridium intestinale DSM 6191,121,84,89,124,123,100,148,155,101
701521,Pediococcus claussenii ATCC BAA-344,136,144,120,136,110,107,82,147,61
1291742,Lactobacillus hokkaidonensis JCM 18461,97,109,40,121,110,127,166,173,99
543302,Alicyclobacillus acidocaldarius LAA1,200,135,46,142,185,72,86,106,68
1293598,Lactobacillus saniviri JCM 17471 = DSM 24301,105,71,34,122,122,362,54,94,67
871271,Candidatus Zinderia insecticola CARI,125,138,138,157,176,96,76,58,66
546269,Filifactor alocis ATCC 35896,111,153,49,78,124,106,64,181,163
1304873,Pasteurella multocida subsp. multocida OH4807,198,157,53,130,131,75,76,111,98
470146,Coprococcus comes ATCC 27758,132,140,45,92,120,107,99,172,119
118163,Pleurocapsa sp. PCC 7327,175,122,65,169,156,127,47,98,67
313628,Lentisphaera araneosa HTCC2155,158,124,40,119,129,115,72,118,150
1423750,Lactobacillus ghanensis DSM 18630,123,90,67,130,111,115,91,158,139
929558,Sulfurimonas gotlandica GD1,101,103,36,132,93,182,96,129,150
525309,Lactobacillus antri DSM 16041,321,91,89,129,126,52,36,124,52
573413,Sediminispirochaeta smaragdinae DSM 11293,88,86,26,82,84,66,70,121,394
566550,Hungatella hathewayi DSM 13479,160,105,41,134,171,96,114,114,80
1354262,Enterobacter soli ATCC BAA-2102,95,88,53,169,158,99,74,196,83
1385511,Pontibacillus marinus BH030004 = DSM 16465,159,113,62,127,107,95,93,107,150
547046,Yersinia pestis biovar Orientalis str. PEXU2,79,298,354,95,68,22,15,65,15
278197,Pediococcus pentosaceus ATCC 25745,71,101,44,81,89,199,97,60,269
1432554,Klebsiella pneumoniae IS53,104,93,34,55,67,120,155,116,265
1120929,Acinetobacter towneri DSM 14962 = CIP 107472,267,122,35,199,111,28,103,63,80
546263,Neisseria elongata subsp. glycolytica ATCC 29315,153,140,85,180,189,82,32,96,47
559882,Trichophyton equinum CBS 127.97,160,120,46,126,130,107,57,145,112
688246,Prevotella multisaccharivorax DSM 17128,201,171,55,127,168,56,54,89,81
1122152,Lactobacillus psittaci DSM 15354,95,109,32,72,87,73,318,112,102
1074873,Toxoplasma gondii COUG,36,35,25,32,50,141,231,416,29
335992,Candidatus Pelagibacter ubique HTCC1062,575,61,100,102,92,11,18,18,16
1423718,Lactobacillus agilis DSM 20509,134,130,141,114,138,75,74,110,76
937775,Methanoplanus limicola DSM 2279,2,1,0,0,0,1,133,1,853
994484,Pseudomonas brassicacearum subsp. brassicacearum NFM421,126,170,101,143,236,43,33,91,48
351348,Marinobacter hydrocarbonoclasticus VT8,137,112,72,163,90,54,160,134,67
1419583,Pseudomonas mandelii PD30,166,95,46,132,141,83,78,151,97
1306953,Erythrobacter citreus LAMA 915,160,163,67,200,170,44,38,99,47
351627,Caldicellulosiruptor saccharolyticus DSM 8903,115,72,26,81,69,181,272,117,54
521000,Providencia rettgeri DSM 1131,213,153,39,156,103,57,74,124,66
1073366,Prevotella nigrescens CC14M,131,53,18,74,73,92,222,196,125
679897,Helicobacter mustelae 12198,102,95,50,144,150,97,70,181,92
643867,Marivirga tractuosa DSM 4126,134,100,59,192,106,82,68,170,68
203119,Hungateiclostridium thermocellum ATCC 27405,119,115,49,123,128,117,69,172,86
940190,Melissococcus plutonius ATCC 35311,69,49,47,86,186,227,60,192,62
1398202,Xenorhabdus bovienii str. oregonense,152,60,35,135,76,127,96,113,182
399795,Comamonas testosteroni KF-1,151,126,62,150,104,68,64,163,84
420247,Methanobrevibacter smithii ATCC 35061,206,268,53,149,291,1,0,3,1
1423814,Lactobacillus vaginalis DSM 5837 = ATCC 49540,207,161,31,155,90,22,135,77,92
28892,Methanofollis liminatans DSM 4140,459,211,28,141,117,4,1,5,3
1265818,Listeria aquatica FSL S10-1188,136,95,122,203,126,55,45,89,98
1139219,Enterococcus dispar ATCC 51266,86,88,22,107,94,71,112,220,168
860228,Capnocytophaga canimorsus Cc5,178,129,79,177,150,62,48,74,70
1114970,Pseudomonas fluorescens F113,114,130,51,144,119,86,71,120,130
1183427,Agrobacterium deltaense Zutra 3/1,112,102,42,112,95,166,71,173,92
946077,Imtechella halotolerans K1,127,102,29,133,143,170,75,124,62
1248232,Photobacterium leiognathi lrivu.4.1,144,157,103,126,187,59,46,83,60
526227,Meiothermus silvanus DSM 9946,169,144,75,143,127,84,53,100,69
1224746,Gluconobacter oxydans H24,136,186,39,94,136,75,66,160,70
1185653,Planococcus antarcticus DSM 14505,115,79,38,118,111,154,56,207,83
1265817,Listeria floridensis FSL S10-1187,130,113,47,140,108,88,93,125,116
1257025,Leptospira terpstrae serovar Hualin str. LT 11-33 = ATCC 700639,13,22,16,28,27,686,50,64,50
1354251,Buttiauxella brennerae ATCC 51605,112,115,46,142,145,82,61,180,73
596312,Micrococcus luteus SK58,118,91,38,137,101,151,55,132,132
1280954,Hyphomonas polymorpha PS728,168,97,58,139,135,74,61,153,68
1121267,Campylobacter cuniculorum DSM 23162 = LMG 24588,73,74,27,81,101,186,67,247,96
887327,Kingella kingae ATCC 23330,128,127,57,130,148,70,97,122,73
459424,Mycobacterium liflandii 128FXT,128,114,31,111,105,103,83,155,122
1255609,Marinilactibacillus psychrotolerans 42ea,76,43,23,75,70,196,80,209,178
391774,Desulfovibrio vulgaris DP4,107,100,46,246,145,28,83,167,27
1234597,Ochrobactrum intermedium M86,191,113,48,113,132,85,65,130,72
1125701,Treponema socranskii subsp. paredis ATCC 35535,221,156,40,139,85,44,124,86,52
1219050,Sphingomonas paucimobilis NBRC 13935,119,123,36,88,108,142,99,150,80
883114,Helcococcus kunzii ATCC 51366,154,112,50,144,93,95,105,116,76
1195923,Xanthomonas translucens pv. arrhenatheri LMG 727,106,142,64,181,124,59,64,126,79
517418,Chloroherpeton thalassium ATCC 35110,85,91,31,83,100,115,242,106,92
1160283,Microcystis aeruginosa PCC 9807,38,51,9,57,58,237,145,250,99
1122984,Prevotella intermedia ATCC 25611 = DSM 20706,146,296,147,140,155,9,16,14,19
1291743,Lactobacillus oryzae JCM 18671,100,100,46,137,289,51,57,117,45
5835,Plasmodium falciparum CAMP/Malaysia,93,124,227,95,82,75,103,71,70
698758,Amphibacillus xylanus NBRC 15112,95,111,36,111,120,103,126,116,121
1423803,Lactobacillus senmaizukei DSM 21775 = NBRC 103853,87,91,40,91,70,168,111,182,97
1423715,Lactobacillus acidifarinae DSM 19394,109,95,70,113,97,121,66,139,126
1032239,Arcobacter skirrowii CCUG 10374,118,129,37,98,245,79,73,101,56
1042876,Pseudomonas putida S16,37,34,19,42,76,262,78,164,223
1423815,Lactobacillus versmoldensis DSM 14857 = KCTC 3814,81,75,31,83,72,140,103,184,165
1115809,Prevotella baroniae F0067,160,153,62,159,160,50,59,102,28
1123285,Sporolituus thermophilus DSM 23256,163,118,58,147,98,86,104,105,53
1347342,Formosa agariphila KMM 3901,68,57,46,114,93,194,85,145,127
1121310,Clostridium felsineum DSM 794,116,134,47,114,196,74,46,81,116
1399147,Holospora obtusa F1,101,134,59,121,116,107,75,117,93
742765,Dorea formicigenerans 4_6_53AFAA,189,125,52,189,133,42,85,60,48
1437612,Bifidobacterium stercoris JCM 15918,106,106,41,73,151,175,61,135,73
314276,Idiomarina baltica OS145,84,86,37,131,123,106,120,109,125
926570,Acidiphilium multivorum AIU301,133,79,45,135,111,114,55,173,76
997761,Paenibacillus mucilaginosus K02,121,100,43,143,147,89,101,69,106
312309,Aliivibrio fischeri ES114,144,122,57,135,143,49,110,90,68
644651,Erwinia pyrifoliae DSM 12163,81,90,32,74,102,122,225,99,93
870501,Malaciobacter molluscorum LMG 25693,157,92,42,135,154,53,121,85,79
1359163,Candidatus Neoehrlichia lotoris str. RAC413,96,82,37,101,97,72,79,90,263
649742,Schaalia odontolytica F0309,98,110,186,121,97,42,43,161,58
1423790,Lactobacillus pasteurii DSM 23907 = CRBIP 24.76,132,84,37,162,85,69,128,158,59
865937,Gillisia limnaea DSM 15749,117,93,81,122,151,87,85,101,76
1297123,Mycobacterium leprae 3125609,66,59,28,78,52,180,164,173,113
1423822,Lactobacillus coryniformis subsp. torquens DSM 20004 = KCTC 3535,80,71,33,68,71,50,121,263,152
536230,Burkholderia pseudomallei MSHR346,142,140,45,150,130,90,41,114,57
1120995,Anaerosphaera aminiphila DSM 21120,128,93,45,133,148,58,77,138,88
1123500,Weissella halotolerans DSM 20190,105,83,51,139,98,212,60,102,56
656433,Escherichia coli TA054,144,174,37,229,229,19,21,32,21
1381559,Mycobacterium avium subsp. hominissuis 10-5606,173,176,54,98,180,60,26,92,47
1432055,Komagataeibacter rhaeticus AF1,46,41,18,81,48,339,94,193,46
1212548,Pseudomonas stutzeri NF13,103,97,23,93,106,82,77,148,176
1138871,Mycobacterium intracellulare subsp. yongonense 05-1390,177,140,40,192,104,49,56,92,52
888057,Aggregatibacter segnis ATCC 33393,56,60,28,59,98,54,71,171,305
1046596,Lactobacillus mali KCTC 3596 = DSM 20444,101,97,37,100,103,99,64,193,107
1122146,Lactobacillus ceti DSM 22408,163,151,71,122,171,56,43,81,43
1917166,Synechococcus lividus PCC 6715,87,177,51,186,114,45,98,86,56
429009,Ammonifex degensii KC4,96,106,42,181,126,72,45,168,61
313624,Nodularia spumigena CCY9414,274,77,30,192,214,26,15,40,28
596330,Peptoniphilus lacrimalis 315-B,279,194,57,137,40,35,73,46,35
1265861,Brochothrix campestris FSL F6-1037,105,90,44,122,106,96,81,138,114
325240,Shewanella baltica OS155,133,107,59,241,236,18,16,47,36
765952,Parachlamydia acanthamoebae UV-7,89,143,68,102,137,67,34,199,53
1254439,Bifidobacterium thermophilum RBL67,130,108,28,122,128,48,83,101,142
888832,Prevotella salivae DSM 15606,343,90,122,81,152,17,27,30,26
997883,Bacteroides fragilis CL07T12C05,226,184,37,153,86,31,76,40,53
933115,Planococcus donghaensis MPA1U2,106,94,39,82,203,108,42,93,119
399599,Shewanella baltica OS195,93,85,35,86,147,43,62,281,54
432359,Toxoplasma gondii VEG,217,140,39,147,214,29,30,31,37
679192,Bulleidia extructa W1219,118,80,27,69,108,112,125,106,138
1229758,Leuconostoc carnosum JB16,138,99,96,110,180,76,57,71,56
649758,Lactobacillus brevis ATCC 14869 = DSM 20054,27,17,6,27,18,107,99,409,172
766155,Shigella flexneri 1485-80,202,230,16,152,69,31,80,41,60
1004151,Photorhabdus khanii NC19,122,102,40,111,163,98,64,119,60
1261130,Wohlfahrtiimonas chitiniclastica SH04,65,74,18,75,53,257,56,206,75
2107697,Cyanosarcina cf. burmensis CCALA 770,63,68,19,56,49,154,91,186,192
997872,Atopobium minutum 10063974,100,73,41,130,95,164,100,104,71
1032067,Campylobacter mucosalis CCUG 21559,107,91,54,85,141,75,52,168,104
1423755,Lactobacillus hayakitensis DSM 18933 = JCM 14209,119,115,48,123,171,109,46,94,51
568817,Serratia symbiotica str. 'Cinara cedri',102,113,85,80,95,50,50,257,43
1203610,Parabacteroides gordonii MS-1 = DSM 23371,167,125,42,116,108,88,46,73,109
387662,Candidatus Carsonella ruddii PV,255,73,55,134,230,27,22,52,26
1122206,Marinomonas polaris DSM 16579,126,97,32,97,154,79,96,97,96
1288313,Gluconobacter oxydans DSM 3504,111,77,33,84,84,126,99,189,71
1423810,Lactobacillus thailandensis DSM 22698 = JCM 13996,104,86,39,116,99,124,58,164,82
1121132,Butyrivibrio hungatei DSM 14810,133,95,35,176,117,72,71,108,65
914128,Serratia symbiotica str. Tucson,117,143,46,146,134,51,30,122,82
1423781,Apilactobacillus ozensis DSM 23829 = JCM 17196,74,57,20,70,64,124,55,346,61
2116684,Cyanobium usitatum str. Tous,108,79,41,122,98,69,82,187,85
1195612,Chroomonas mesostigmatica CCMP1168,82,111,34,80,465,14,21,39,24
1141106,Staphylococcus intermedius NCTC 11048,65,320,97,128,102,57,21,45,35
465515,Micrococcus luteus NCTC 2665,55,66,25,97,90,52,91,310,83
1435370,Burkholderia pseudomallei MSHR4000,113,76,46,116,80,62,104,131,140
262543,Exiguobacterium sibiricum 255-15,171,105,55,146,267,26,31,45,21
1094466,Flavobacterium indicum GPTSA100-9 = DSM 17447,104,120,63,129,120,41,57,115,117
760154,Sulfurospirillum barnesii SES-3,64,72,24,115,83,117,83,208,98
696127,Candidatus Midichloria mitochondrii IricVA,85,70,24,75,89,119,131,132,138
1427503,Holospora elegans E1,137,247,107,112,160,30,12,47,11
562973,Actinomyces viscosus C505,107,98,48,134,87,92,61,162,74
391008,Stenotrophomonas maltophilia R551-3,150,105,90,131,110,64,55,105,52
2052836,Cuspidothrix issatschenkoi CHARLIE-1,152,107,32,138,124,68,86,91,63
1104996,Gluconobacter frateurii NBRC 101659,137,82,46,65,232,35,30,114,119
393305,Yersinia enterocolitica subsp. enterocolitica 8081,79,59,34,73,106,75,80,188,166
1423783,Lactobacillus pantheris DSM 15945 = JCM 12539 = NBRC 106106,111,84,41,115,105,74,119,142,69
213615,Microcystis viridis NIES-102,7,8,4,4,4,306,82,388,57
698948,Thermoanaerobacterium thermosaccharolyticum M0795,186,221,229,54,75,29,25,16,23
553220,Campylobacter gracilis RM3268,70,86,25,120,102,150,56,152,96
1211035,Lysinibacillus massiliensis 4400831 = CIP 108448 = CCUG 49529,94,70,21,106,80,112,104,175,95
398511,Bacillus pseudofirmus OF4,97,81,28,100,137,67,139,114,93
883112,Facklamia ignava CCUG 37419,113,120,53,95,137,105,50,133,50
1414836,Xanthomonas arboricola pv. pruni str. MAFF 311562,148,110,34,138,176,69,45,87,46
1423775,Lactobacillus nodensis DSM 19682 = JCM 14932 = NBRC 107160,110,117,32,135,118,66,64,109,102
714961,Lysinibacillus fusiformis ZC1,70,59,35,150,70,68,79,95,227
888721,Eubacterium minutum ATCC 700079,106,108,51,120,164,66,42,104,91
1291379,Treponema pedis str. T A4,168,128,43,232,133,50,22,57,15
326298,Sulfurimonas denitrificans DSM 1251,69,105,30,59,114,182,80,126,82
290402,Clostridium beijerinckii NCIMB 8052,78,46,16,57,91,191,75,175,116
1220594,Parageobacillus caldoxylosilyticus NBRC 107762,110,93,33,103,98,96,85,148,78
598659,Nautilia profundicola AmH,79,43,19,70,108,92,47,103,283
887324,Actinobacillus ureae ATCC 25976,59,37,30,56,34,291,71,109,155
512564,Mycoplasma crocodyli MP145,29,31,2,39,26,222,22,444,26
629261,Pseudomonas amygdali pv. mori str. 301020,108,121,54,180,140,42,51,106,38
644801,Pseudomonas stutzeri RCH2,149,102,51,171,160,42,31,87,46
1423782,Lactobacillus panis DSM 6035,129,188,72,104,80,61,60,100,45
1051973,Rhodococcus fascians D188,117,104,38,114,114,85,76,102,88
349747,Yersinia pseudotuberculosis IP 31758,103,71,26,67,66,46,169,88,198
1453498,Flavobacterium aquatile LMG 4008 = ATCC 11947,100,94,53,100,93,130,59,131,74
357348,Burkholderia pseudomallei 1106a,168,93,61,185,156,44,32,77,18
685727,Rhodococcus hoagii 103S,134,103,42,164,119,57,39,139,37
1128912,Paraglaciecola mesophila KMM 241,109,97,32,112,132,71,77,149,54
235443,Cryptococcus neoformans var. grubii H99,125,124,45,114,104,60,67,131,63
1261062,Gardnerella vaginalis JCP8017A,89,114,67,145,151,61,63,78,64
402626,Ralstonia pickettii 12J,135,192,50,150,156,32,17,67,29
1454201,Nonlabens marinus S1-08,72,85,32,79,94,168,70,137,91
349163,Acidiphilium cryptum JF-5,107,93,32,98,93,90,57,191,66
742818,Slackia piriformis YIT 12062,114,146,20,93,111,71,80,113,79
1121021,Asaccharobacter celatus DSM 18785,132,126,35,112,168,50,22,123,59
1208922,Candidatus Kinetoplastibacterium blastocrithidii TCC012E,21,22,21,24,49,24,88,61,517
1124983,Pseudomonas protegens CHA0,123,112,40,121,81,159,38,116,36
634504,Bartonella grahamii as4aup,83,88,47,87,128,100,116,102,74
522484,Campylobacter avium LMG 24591,70,89,37,116,97,92,64,143,113
1384040,Vibrio coralliilyticus OCN008,131,140,44,135,161,43,43,70,52
1354255,Buttiauxella noackiae ATCC 51607,91,97,43,151,88,87,66,93,101
1970206,Westiellopsis prolifica IICB1,99,238,42,98,189,57,18,31,44
313594,Polaribacter irgensii 23-P,140,174,43,129,131,35,56,55,53
1032069,Campylobacter ureolyticus RIGS 9880,156,108,54,123,118,68,34,127,26
1423759,Lactobacillus hordei DSM 19519,89,65,52,144,116,82,66,95,103
1163745,Helicobacter cetorum MIT 99-5656,79,39,41,48,52,91,65,98,298
999415,Eggerthia catenaformis OT 569 = DSM 20559,246,109,37,101,128,33,61,60,35
553207,Corynebacterium matruchotii ATCC 14266,149,83,47,193,128,50,40,84,36
1349785,Tenacibaculum maritimum NCIMB 2154,127,80,41,123,81,88,85,89,96
1293054,Halanaerobium saccharolyticum subsp. saccharolyticum DSM 6643,106,133,42,132,89,72,55,124,56
1354268,Obesumbacterium proteus ATCC 12841,97,125,59,125,133,71,60,91,48
320374,Burkholderia pseudomallei S13,125,133,49,166,156,36,21,85,38
1423765,Lactobacillus paralimentarius DSM 13961 = JCM 10707,112,101,33,170,179,82,50,55,27
1046627,Bizionia argentinensis JUB59,53,60,19,80,68,267,76,104,79
1002367,Prevotella stercorea DSM 18206,112,142,36,72,77,60,70,151,86
557724,Burkholderia pseudomallei 576,214,88,43,139,83,57,43,93,42
706434,Megasphaera micronuciformis F0359,116,103,47,138,94,76,58,110,60
1229783,Staphylococcus massiliensis S46,138,163,45,86,94,59,53,92,71
1217653,Acinetobacter calcoaceticus ANC 3680,399,114,37,40,85,34,32,36,23
320371,Burkholderia pseudomallei 1710a,86,57,25,78,78,36,103,114,222
657324,Butyrivibrio fibrisolvens 16/4,90,110,50,119,99,70,61,79,120
1230631,Sinorhizobium fredii USDA 205,99,99,69,106,134,80,60,83,68
583355,Coraliomargarita akajimensis DSM 45221,106,118,54,88,96,95,48,97,96
585506,Weissella paramesenteroides ATCC 33313,132,101,46,127,201,63,22,63,42
1002364,Hafnia alvei ATCC 51873,165,93,32,218,116,40,29,67,36
398578,Delftia acidovorans SPH-1,77,56,25,98,84,81,95,183,97
1183426,Agrobacterium deltaense RV3,80,74,23,97,95,70,67,136,153
993615,Vittaforma corneae ATCC 50505,68,96,27,54,81,146,59,98,165
742823,Sutterella wadsworthensis 2_1_59BFAA,141,91,56,97,83,59,45,139,83
1208663,Cronobacter sakazakii 701,85,57,29,89,62,154,49,190,76
167879,Colwellia psychrerythraea 34H,80,58,24,84,90,99,135,148,73
688270,Cellulophaga algicola DSM 14237,86,66,40,88,137,160,62,84,65
1261058,Gardnerella vaginalis JCP7276,72,60,50,142,142,68,92,76,86
425067,Burkholderia pseudomallei 305,87,81,31,117,107,76,76,139,73
908337,Eremococcus coleocola ACS-139-V-Col8,66,63,26,58,74,155,116,116,112
1127699,Prevotella saccharolytica F0055,65,65,28,86,69,78,102,185,107
452471,Candidatus Amoebophilus asiaticus 5a2,72,71,20,70,79,181,43,190,59
1353534,Clostridium ragsdalei P11,48,51,10,51,48,104,261,150,60
583345,Methylotenera mobilis JLW8,118,96,31,140,87,78,79,97,56
1232724,Mycobacterium intracellulare subsp. intracellulare MTCC 9506,95,99,43,115,105,94,54,120,57
1247414,Neisseria gonorrhoeae NG-k51.05,160,125,51,167,144,33,40,40,20
742817,Odoribacter laneus YIT 12061,98,91,45,101,113,58,64,101,107
1121323,Anaerotignum lactatifermentans DSM 14214,97,69,36,95,87,78,41,124,150
1175631,Pectobacterium wasabiae CFBP 3304,63,99,22,96,83,81,84,176,72
1321820,Gemella bergeri ATCC 700627,162,133,33,210,148,22,16,35,16
388396,Aliivibrio fischeri MJ11,89,59,23,86,87,72,77,212,69
224013,Nostoc piscinale CENA21,107,88,32,92,122,103,91,73,65
1317066,Phytophthora parasitica P1976,18,274,11,280,22,22,70,58,16
1217651,Acinetobacter bereziniae NIPH 3,36,40,30,90,74,164,62,193,81
1243602,Salmonella enterica subsp. salamae serovar 55:k:z39 str. 1315K,62,57,13,42,57,102,195,157,82
545695,Treponema azotonutricium ZAS-9,51,44,18,73,81,129,36,289,45
257309,Corynebacterium diphtheriae NCTC 13129,76,78,32,123,62,77,56,118,141
670487,Oceanithermus profundus DSM 14977,81,88,80,65,42,70,72,103,162
500635,Mitsuokella multacida DSM 20544,96,84,42,83,149,45,43,119,101
1293911,Bartonella bacilliformis Ver097,54,51,11,63,63,120,49,272,79
1036724,Plasmodium falciparum FCH/4,22,8,11,24,9,8,81,147,450
1437425,Criblamydia sequanensis CRIB-18,82,80,38,117,118,65,60,148,52
1107311,Flavobacterium enshiense DK69,110,108,58,119,146,53,31,87,44
1185767,Zunongwangia atlantica 22II14-10F7,110,87,33,68,93,77,70,149,69
561177,Anaerococcus hydrogenalis DSM 7454,104,121,25,65,104,89,67,140,40
391592,Caminibacter mediatlanticus TB-2,114,90,30,66,112,60,98,130,55
1354253,Buttiauxella gaviniae ATCC 51604,54,73,23,83,83,153,108,99,76
718252,Faecalibacterium prausnitzii L2-6,86,74,44,90,84,121,64,85,104
875330,Pseudomonas savastanoi pv. glycinea str. race 4,134,86,30,116,101,42,56,115,68
1117313,Pseudoalteromonas arctica A 37-1-2,89,73,38,67,64,45,45,181,146
1036673,Paenibacillus mucilaginosus KNP414,117,103,41,149,125,41,45,67,58
1121025,Atopostipes suicloacalis DSM 15692,86,65,39,98,111,117,74,100,56
452638,Polynucleobacter necessarius STIR1,112,98,40,123,97,49,50,119,57
449440,Microcystis aeruginosa NIES-87,20,17,6,25,15,23,475,12,151
1433287,Mannheimia varigena USDA-ARS-USMARC-1296,96,103,43,107,93,74,49,94,84
663321,Candidatus Regiella insecticola LSR1,49,72,26,146,116,91,57,105,81
1423754,Lactobacillus hamsteri DSM 5661 = JCM 6256,103,122,54,129,111,57,55,59,52
596153,Alicycliphilus denitrificans BC,98,89,39,97,66,71,82,154,44
559305,Trichophyton rubrum CBS 118892,114,109,43,179,90,42,73,55,34
1423763,Lactobacillus kalixensis DSM 16043,87,73,41,117,136,66,46,94,79
1121295,Clostridium algidicarnis DSM 15099,52,80,19,102,91,82,76,92,144
1401639,Acinetobacter baumannii NCGM 237,45,48,15,61,57,42,122,140,208
224915,Buchnera aphidicola str. Bp (Baizongia pistaciae),113,95,73,100,78,107,61,79,32
1036725,Plasmodium falciparum Tanzania (2000708),45,50,13,58,59,43,73,348,49
1122241,Moorella mulderi DSM 14980,69,68,28,81,80,127,43,83,158
1307436,Bacillus firmus DS1,109,89,40,98,93,70,93,89,56
1331671,Pseudomonas putida H8234,48,52,15,65,80,116,41,150,169
702438,Prevotella oulorum F0390,46,74,26,79,68,53,131,138,121
272564,Desulfitobacterium hafniense DCB-2,57,66,13,49,45,66,276,129,34
